Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
41385386,Gud : Återkomsten - Hur religionen kom tillbaka och vad den betyder.,Joel Halldorf,"Halldorf, Joel",,"=""""","=""9789173877732""",1,3.74,Libris,Hardcover,125,2018,,2019/01/21,2018/12/02,"religion, reviewed, liberalism, morality, political-philosophy, politics, svenska","religion (#15), reviewed (#8), liberalism (#45), morality (#8), political-philosophy (#15), politics (#46), svenska (#13)",read,"En djupt kluven och osammanhängande skrift om ett intressant ämne. Å ena sidan är religion oerhört viktigt, å andra sidan kan man inte generalisera om religion. Å ena sida är gemenskap, praktik och relationer (inte teorier) det viktiga med religion, å andra sidan var Jesus en revolutionär genom sin lära om alla människors lika värde. Å ena sidan är liberalism och sekularism en katastrof, å andra sidan ska vi ha en sekulär stat med liberal grund. Joel Halldorf publicerar mycket, men jag undrar om han inte borde tänka efter litet mer.",,,1,0
13516172,Liberalismens idéhistoria: frihet och modernitet,Svante Nycander,"Nycander, Svante",,"=""""","=""9789186203214""",3,2.60,SNS Förlag,Hardcover,510,2009,2009,2019/02/15,2019/02/07,"karl-popper, liberalism, reviewed, morality, political-philosophy, history, svenska","karl-popper (#12), liberalism (#22), reviewed (#7), morality (#7), political-philosophy (#5), history (#4), svenska (#12)",read,"En bred genomgång av de tänkare som hänförs till den liberala traditionen, och av de historiska sammanhang som de verkade i. Beskrivningarna är i huvudsak väl avvägda, men ibland är formuleringarna litet kantiga och man blir litet förvirrad huruvida synpunkten är den refererade tänkarens, eller Nycanders åsikt om denne. Ett framträdande tema i boken är spänningen mellan de universella liberala argumenten (rättigheter, nytta, etc) och de mer historiskt baserade resonemangen. Detta är en dimension som nästan helt saknas i dagens politiska debatt. Nycander gör mig intresserad av de tänkare som hade ett mer historiskt synsätt, som exempelvis Francois Guizot. Han skriver mer utförligt om Benjamin Constant, Immanuel Kant, Alexis de Tocqueville, John Stuart Mill, Walter Lippmann, John Dewey, Friedrich von Hayek och John Rawls.",,,1,0
44308000,Om falsk och äkta liberalism,Lena Andersson,"Andersson, Lena",,"=""""","=""9789198166033""",1,3.21,Liberal debatt,Paperback,202,2019,,2019/05/28,2019/05/19,"karl-popper, liberalism, reviewed, political-philosophy, svenska","karl-popper (#14), liberalism (#36), reviewed (#4), political-philosophy (#4), svenska (#11)",read,"Ledsen, men detta är inte bra. Krångligt skriven, till att börja med. I delar intellektuellt ohederlig, eftersom Andersson inte explicit beskriver vad hennes liberalism, som innebär strikt naturrätt enligt Robert Nozick, egentligen leder till. Jag kritiserar detta i en artikel som jag hoppas få publicerad på annan plats.<br/><br/>Jag sympatiserar visserligen med hennes kritik av postmodernismen, men den diskussion är alldeles för trubbig. Hennes enträgna påståenden om essens-tänkandets förträfflighet och den därmed kopplade idoliseringen av Platon är ytterst märklig.<br/><br/>Hennes beskrivning av Karl Poppers idéer är ganska omfattande, men den är häpnadsväckande missvisande, och i delar direkt felaktig. Hon nämner Upplysningen i positiva ordalag, men det finns ärligt talat inte så mycket upplysning i den här boken.",,,1,0
52256712,Ny liberalism,Patrick Krassén,"Krassén, Patrick",,"=""""","=""9789177031536""",3,3.50,Timbro Förlag,Paperback,228,2018,,2019/08/31,2019/08/21,"liberalism, political-philosophy, svenska","liberalism (#42), political-philosophy (#41), svenska (#8)",read,"Boken introducerar sex nutida tänkare inom moralfilosofi och politisk filosofi, i huvudsak inom den libertarianska traditionen. Kapitlen är skrivna av varsin författare och boken har redigerats av Patrick Krassén. Kapitlens kvalitén varierar, inte helt oväntat. Som helhet är boken värd att läsa. De tänkare som avhandlas är: Deirdre McCloskey (oklart om det är texten eller filosofen som är problemet, men inspirerar mig inte till att läsa mer), Jonathan Haidt (katten bland hermeliner, såsom varande mer moralforskare än politisk filosof; beskrivs mycket väl), David Schmidtz (bra text, intressant, är numera på min att-läsa-lista), John Tomasi (en virrig text, verkar inte speciellt intressant), Jan Narveson (intressant, tål nog att läsas mer) och Michael Huemer (som tycks ha renodlat det sämsta i den libertarianska traditionen). Jag avser att recensera boken i annat sammanhang, så detta får räcka här.",,,1,0
46130354,Klubben,Matilda Gustavsson,"Gustavsson, Matilda",,"=""""","=""9789100177645""",5,4.31,Albert Bonniers förlag,Hardcover,228,2019,2019,2019/12/23,2019/12/08,"literature-music-art, history, svenska","literature-music-art (#8), history (#13), svenska (#6)",read,"Det har sagts mycket positivt om denna boken, och jag har inget originellt att tillägga. Bara en förundran inför det faktum att Matilda Gustavsson blev den som fick göra journalistarbetet bakom avslöjandet av skandalen, och som sedan skrev denna boken. Att säga att det är professionellt är en underdrift. Jag kan inte tänka mig att någon annan kunde ha gjort det bättre. Det kanske finns något litet mått av rimlighet i tillvaron, trots allt.",,,1,0
59746010,Vi är alla individualister,Jesper Ahlin Marceta,"Marceta, Jesper Ahlin",,"=""""","=""9789177032519""",4,3.80,Timbro Förlag,Paperback,312,2021,2021,2021/12/01,2021/12/03,"liberalism, morality, reviewed, political-philosophy, svenska","liberalism (#76), morality (#60), reviewed (#118), political-philosophy (#45), svenska (#4)",read,"Jesper Ahlin Marceta har tre syften med boken: 1) Utveckla en liberal teori på moraliska grunder. 3) Föra läsaren till forskningsfronten i flera områden i filosofin. 3) Presentera individualismen som en möjlig ryggrad för 2000-talets liberalism.<br/><br/>Ahlin Marceta inspireras av den idé om medborgarskap som förknippas med statsmannen och författaren Cicero i det antika Rom. Individen frodas i ett socialt och politiskt sammanhang där debatt och förnuft är centrala. Denna ingång, som polemiserar mot nidbilden att individualism är i grunden asocial, kombineras med tre värdebegrepp för individualismen: autenticitet, individualitet och singularitet.<br/><br/>Boken är i huvudsak klar och redig, och argumenterar ärligt. Men det finns vissa problem som härrör från dess bitvis onödigt filosofisk-tekniska terminologi. Ahlin Marceta vill hävda ett ""svagt politiskt ideal"". Den termen orsakar nog mer förvirring än klarhet även om den är oklanderlig ur akademisk filosofisk synvinkel.<br/><br/>Det finns mycket att gilla med denna boken. Det finns många intressanta idéer, teman och resonemang. Den gör klart att fri marknadsekonomi inte är grundbulten i liberalt tänkande, och den visar på stråk i den liberala idéhistorien som behöver komma i fokus igen.<br/><br/>Men den är inte helt sammanhängande, och dess koppling till politisk praktik är, trots goda ansatser, inte så tydlig. Den sitter litet på gärsgården mellan politisk ideologi och politisk filosofi. Dess analys av svensk socialdemokrati är litet tveksam, och frånvaron av diskussion om socialliberalism är litet överraskande.<br/><br/>Bokens resonemang om kultur, arbete och medborgarskap är mycket intressanta, och bär inom sig frön till framtida diskussioner. Detta är inte en färdig liberalism, utan ett inlägg som syftar till framtida debatt.",,,1,0
20403547,Winston Churchill: Citat,Winston S. Churchill,"Churchill, Winston S.","Dominique Enright, Svante Nordin, Margareta Eklöf","=""""","=""9789173536646""",0,3.85,Atlantis AB,Hardcover,153,2013,2001,,2021/12/19,"to-read, history, politics","to-read (#331), history (#125), politics (#77)",to-read,,,,0,0
14936858,On Consolation: Finding Solace in Dark Times,Michael Ignatieff,"Ignatieff, Michael",,"=""0805055215""","=""9780805055214""",0,3.94,Metropolitan Books,Hardcover,304,2021,,,2022/01/21,"to-read, history, liberalism, political-philosophy, politics","to-read (#360), history (#167), liberalism (#138), political-philosophy (#225), politics (#103)",to-read,,,,0,0
56269264,The Dawn of Everything: A New History of Humanity,David Graeber,"Graeber, David",David Wengrow,"=""0374157359""","=""9780374157357""",0,4.21,"Farrar, Straus and Giroux",Hardcover,692,2021,2021,,2022/01/14,"to-read, history, human-evolution, philosophy, science","to-read (#11), history (#166), human-evolution (#112), philosophy (#188), science (#47)",to-read,,,,0,0
770937,Game Theory Evolving: A Problem-Centered Introduction to Modeling Strategic Interaction,Herbert Gintis,"Gintis, Herbert",,"=""0691009430""","=""9780691009438""",0,4.04,Princeton University Press,Paperback,568,2000,2000,,2022/01/14,"to-read, computing, science","to-read (#21), computing (#59), science (#46)",to-read,,,,0,0
150771,The Structure of Scientific Revolutions,Thomas S. Kuhn,"Kuhn, Thomas S.",,"=""0226458040""","=""9780226458045""",3,4.03,University of Chicago Press,Paperback,210,1986,1962,,2015/04/23,"philosophy, reviewed, science","philosophy (#6), reviewed (#92), science (#43)",read,,,,1,0
2750177,Conjectures and Refutations: The Growth of Scientific Knowledge,Karl Popper,"Popper, Karl",,"=""0710065086""","=""9780710065087""",4,4.18,Routledge & Kegan Paul,Paperback,431,1974,1963,,2015/04/14,"philosophy, karl-popper, political-philosophy, liberalism, science","philosophy (#9), karl-popper (#2), political-philosophy (#31), liberalism (#78), science (#42)",read,,,,1,0
21480512,The Logic of Scientific Discovery,Karl Popper,"Popper, Karl",,"=""""","=""""",5,4.03,Harper & Row,Paperback,480,1968,1934,,2015/04/14,"philosophy, karl-popper, science","philosophy (#8), karl-popper (#5), science (#41)",read,,,,1,0
8671810,The Positivist Dispute In German Sociology,Theodor W. Adorno,"Adorno, Theodor W.",,"=""0435826565""","=""9780435826567""",3,3.83,Heinemann Educational Books,Hardcover,307,,1972,,2021/12/07,"history, karl-popper, political-philosophy","history (#66), karl-popper (#17), political-philosophy (#146)",read,,,,1,0
136649,The Impact of Science on Society,Bertrand Russell,"Russell, Bertrand",,"=""0043000630""","=""9780043000632""",0,3.73,Routledge,Paperback,116,1988,1952,,2021/12/07,"to-read, philosophy","to-read (#261), philosophy (#135)",to-read,,,,0,0
3139276,Science and Its Critics (Mason Welch Gross lectureship series),John Arthur Passmore,"Passmore, John Arthur",,"=""0813508525""","=""9780813508528""",0,3.00,Rutgers UP,Hardcover,100,1978,,,2021/12/07,"to-read, philosophy","to-read (#260), philosophy (#133)",to-read,,,,0,0
22550274,Good Work,Ernst F. Schumacher,"Schumacher, Ernst F.",,"=""0349131333""","=""""",0,3.99,Abacus,Paperback,148,1980,1979,,2021/12/19,"to-read, political-philosophy","to-read (#352), political-philosophy (#216)",to-read,,,,0,0
16093862,Objectivity in Social Research,Gunnar Myrdal,"Myrdal, Gunnar",,"=""""","=""""",0,3.11,"Pantheon Books, Random House",Paperback,111,1969,1969,,2021/12/19,"to-read, political-philosophy","to-read (#351), political-philosophy (#214)",to-read,,,,0,0
9406027,Small is Beautiful: A study of economics as if people mattered,Ernst F. Schumacher,"Schumacher, Ernst F.",,"=""""","=""""",0,4.11,Abacus,Paperback,255,1974,1973,,2021/12/19,"to-read, politics, political-philosophy","to-read (#350), politics (#96), political-philosophy (#212)",to-read,,,,0,0
913510,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,"Pinker, Steven",,"=""""","=""9780140276053""",4,4.09,Penguin Books,Paperback,509,2003,2002,,2021/12/19,"human-evolution, enlightenment, morality","human-evolution (#105), enlightenment (#30), morality (#123)",read,,,,1,0
35167685,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.",,"=""0393355624""","=""9780393355628""",0,4.27,W. W. Norton  Company,Paperback,400,2018,1985,,2021/12/09,"philosophy, history","philosophy (#148), history (#74)",read,,,,1,0
3188314,Advice To A Young Scientist,Peter Medawar,"Medawar, Peter",,"=""0330263250""","=""9780330263252""",0,3.77,Pan Macmillan,Paperback,128,1981,1979,,2021/12/09,philosophy,philosophy (#147),read,,,,1,0
150566,"Philosophical Papers, Volume 1: The Methodology of Scientific Research Programmes",Imre Lakatos,"Lakatos, Imre","Gregory Currie, John Worrall","=""0521280311""","=""9780521280310""",0,4.16,Cambridge University Press,Paperback,260,1980,1978,,2021/12/07,"to-read, philosophy","to-read (#259), philosophy (#129)",to-read,,,,0,0
49965772,"Criticism and the Growth of Knowledge: Proceedings of the International Colloquium in the Philosophy of Science, London, 1965, volume 4",Imre Lakatos,"Lakatos, Imre",Alan Musgrave,"=""""","=""""",0,4.10,Cambridge University Press,Paperback,282,1977,1970,,2021/12/07,philosophy,philosophy (#128),read,,,,1,0
434707,Proofs and Refutations: The Logic of Mathematical Discovery,Imre Lakatos,"Lakatos, Imre","John Worrall, Elie Zahar","=""0521290384""","=""9780521290388""",0,4.27,Cambridge University Press,Paperback,188,1976,1976,,2021/12/07,philosophy,philosophy (#127),read,,,,1,0
150572,"Philosophical Papers, Volume 2: Mathematics, Science and Epistemology",Imre Lakatos,"Lakatos, Imre","Gregory Currie, John Worrall","=""0521280303""","=""9780521280303""",0,4.26,Cambridge University Press,Paperback,296,1980,1978,,2021/12/07,"to-read, philosophy","to-read (#258), philosophy (#126)",to-read,,,,0,0
796571,The Philosophy of Space and Time,Hans Reichenbach,"Reichenbach, Hans",,"=""0486604438""","=""9780486604435""",0,4.15,Dover Publications,Paperback,336,1957,1957,,2021/12/07,philosophy,philosophy (#123),read,,,,1,0
2071,Freedom Evolves,Daniel C. Dennett,"Dennett, Daniel C.",,"=""0142003840""","=""9780142003848""",0,3.82,Penguin,Paperback,368,2004,2003,,2021/07/28,"to-read, evolution, philosophy","to-read (#164), evolution (#40), philosophy (#81)",to-read,,,,0,0
21158821,Durkheim: The Division of Labour in Society,Émile Durkheim,"Durkheim, Émile",Steven Lukes,"=""1137031824""","=""9781137031822""",0,3.84,Red Globe Press,Paperback,424,2013,1893,,2021/12/07,"to-read, political-philosophy","to-read (#240), political-philosophy (#127)",to-read,,,,0,0
25897957,Who Gets What — and Why: The New Economics of Matchmaking and Market Design,Alvin E. Roth,"Roth, Alvin E.",,"=""0544705289""","=""9780544705289""",0,3.86,Mariner Books,Paperback,272,2016,2014,,2021/12/07,"to-read, liberalism, political-philosophy","to-read (#241), liberalism (#108), political-philosophy (#128)",to-read,,,,0,0
15183635,Homo Sociologicus,Ralf Dahrendorf,"Dahrendorf, Ralf",,"=""0710077114""","=""9780710077110""",0,3.44,Routledge & Kegan Paul Books,Paperback,99,1973,1964,,2021/12/07,"to-read, liberalism, political-philosophy","to-read (#243), liberalism (#110), political-philosophy (#130)",to-read,,,,0,0
225457,Class and Class Conflict In Industrial Society,Ralf Dahrendorf,"Dahrendorf, Ralf",,"=""0804705615""","=""9780804705615""",0,3.97,Stanford University Press,Paperback,352,1959,1959,,2021/12/07,"to-read, history, liberalism, political-philosophy","to-read (#244), history (#50), liberalism (#111), political-philosophy (#133)",to-read,,,,0,0
3368363,"Main Currents in Sociological Thought, Vol. 2: Durkheim, Pareto, Weber",Raymond Aron,"Aron, Raymond",,"=""014021092X""","=""9780140210927""",0,4.08,Penguin Books Ltd,Paperback,288,1970,1965,,2021/12/07,"to-read, history, political-philosophy","to-read (#247), history (#51), political-philosophy (#136)",to-read,,,,0,0
796570,The Natural Philosophy of Time,G.J. Whitrow,"Whitrow, G.J.",,"=""0198582153""","=""9780198582151""",0,4.22,"Oxford University Press, USA",Paperback,399,1981,1981,,2021/12/07,philosophy,philosophy (#115),read,,,,1,0
164019,The Theory of the Leisure Class,Thorstein Veblen,"Veblen, Thorstein","Alan Wolfe, Martha Banta","=""0375757872""","=""9780375757877""",0,3.89,Modern Library,Paperback,320,2001,1899,,2021/12/06,"to-read, political-philosophy","to-read (#222), political-philosophy (#109)",to-read,,,,0,0
379701,The Civilizing Process,Norbert Elias,"Elias, Norbert","Edmund F.N. Jephcott, Eric Dunning, Johan Goudsblom, Stephen Mennell","=""0631221611""","=""9780631221616""",0,4.27,Wiley-Blackwell,Paperback,592,2000,1939,,2021/12/05,"to-read, human-evolution, political-philosophy","to-read (#208), human-evolution (#88), political-philosophy (#83)",to-read,,,,0,0
22505318,The Singular Universe and the Reality of Time: A Proposal in Natural Philosophy,Roberto Mangabeira Unger,"Unger, Roberto Mangabeira",Lee Smolin,"=""1107074061""","=""9781107074064""",0,3.84,Cambridge University Press,Hardcover,566,2014,2014,,2021/12/05,"to-read, philosophy","to-read (#189), philosophy (#102)",to-read,,,,0,0
7023607,Challenging Nature,Lee M. Silver,"Silver, Lee M.",,"=""161553282X""","=""9781615532827""",0,4.04,HarperCollins Publishers,Paperback,464,2007,2006,,2021/12/05,"to-read, beyond-nature, biomedicine, philosophy","to-read (#188), beyond-nature (#27), biomedicine (#50), philosophy (#95)",to-read,,,,0,0
1246671,The Mismeasure of Man,Stephen Jay Gould,"Gould, Stephen Jay",,"=""0393014894""","=""9780393014891""",0,4.05,W.W. Norton & Company (NY/London),Hardcover,352,1982,1982,,2021/12/05,"human-evolution, philosophy","human-evolution (#68), philosophy (#92)",read,,,,1,0
2839159,Linear Algebra,Larry              Smith,"Smith, Larry",,"=""0387960155""","=""9780387960159""",0,2.88,Springer,Hardcover,362,1995,1995,,2021/12/05,computing,computing (#55),read,,,,1,0
